BA3,AUTOMATIC WITHDRAWAL AM NAT INS CO ANICO PYMT PPD,AMERICAN NATIONAL INSURANCE,7.29,,3dfde508-f001-4729-9b30-b66d18c061c4,0,2
BA3,CHECK # 1292,CHECK # 1292,35,270,c8b330c9-3d0f-4c5a-bb7b-82a33839431a,0,2
BA3,VISA - 02/29 CHEVRON 00211802 DRAPER UT 029781,CHEVRON,25.57,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,0,2
BA1,CLASSY UNIFOR801-796-67OREM UTUS,CLASSY UNIFORMS,5.34,,4622f34a-f8f1-43f6-853b-5305d4494a7f,4,2
BA3,BILL PAYMENT COUNTRY VIEW CON ONLINE PMT,COUNTRY VIEW,55,,38810b0d-8a1b-44ed-b537-c19a086549a1,0,2
BA3,VISA - 02/29 MOGCOM 510-883-1082 CA 028564,MOG.COM,5,,447fe80b-fb78-4a31-9dc2-a07c16c4195e,0,2
BA1,SUBWAY 03022357 BOUNTIFUL UTUS,SUBWAY,16.47,,83b5d02e-3700-445c-9842-1e14e70d3529,4,2
BA1,TARGET T1754 TARGET T17OREM UTUS,TARGET,115.59,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,2
BA1,HEALTH CARE,HEALTH CARE,387.38,,20b9613a-0c4b-4ffd-9a88-21d4332137be,4,3
BA1,THE HOME DEPOT 4417 AMERICAN,HOME DEPOT,5.86,,fee54dc0-ae6b-4fad-9672-1024b515c6a1,4,3
BA1,MACEYS PLEASANT GRO PLEASANT,MACEYS,6.93,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,3
BA1,MAIZE GRILL OREM UTUS,MAIZE GRILL OREM UTUS,14.53,,83b5d02e-3700-445c-9842-1e14e70d3529,4,3
BA3,VISA - 02/27 THF CONSULTING SANDY UT 027802,THF,15.45,,5de6dfca-30a5-47b5-b09c-94d189e77739,0,3
BA2,TM *METALLICA,TICKETMASTER,166.08,,bcf47747-6510-4840-802d-1a9900429da9,4,3
BA3,VISA - 02/27 APL*APPLE ITUNES STORE 866-712-7753 CA 02648,APPLE ITUNES STORE,2.67,,55a0b215-3229-4660-90f2-de1d7d23ac75,4,4
BA3,DIVIDEND EARNED FOR PERIOD OF 02/01/2012 THROUGH 02/29/2012 ANNUAL PERCENTAGE YIELD EARNED IS 0.05%,DIVIDEND,-0.02,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,4
BA3,VISA - 02/27 GYM*GOLDS GYM 800-748-4949 UT 027051,GOLD'S GYM,14.47,,5858e093-7202-4646-83d7-91e83ffce33a,4,4
BA3,POINT OF SALE PURCHASE US UT DRAPER HARMONS - DRAPER,HARMONS,24.37,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,4
BA1,HARTSCARWASHAF AMERICAN FORKUTUS,HARTS CAR WASH,3.5,,787481a6-ff1b-44e9-8782-9796c68be2f2,4,4
BA1,KNEADERS BAKERY & CAFE OREM UTUS,KNEADERS BAKERY & CAFE,8.07,,83b5d02e-3700-445c-9842-1e14e70d3529,4,4
BA1,MACEYS PLEASANT GRO PLEASANT,MACEYS,5,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,4
BA3,AUTOMATIC WITHDRAWAL 143 RETIRE2040INVEST0143 WEB(R ),RETIRE 2040,30,,2566c8a9-df4f-48c9-a5ad-9155a5d4c2dc,4,4
BA3,VISA - 02/27 SELECTHEALTH 801-4427627 UT 027706,SELECT HEALTH,290.95,,20b9613a-0c4b-4ffd-9a88-21d4332137be,4,4
BA1,TARGET T1754 TARGET T17OREM UTUS,TARGET,65.62,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,4
BA1,BEDBATH&BEYOND# BEDBATHAMERICAN,BED BATH AND BEYOND,10.67,,fee54dc0-ae6b-4fad-9672-1024b515c6a1,4,5
BA2,BEST BUY      007732   OREM,BEST BUY,-69.38,,55a0b215-3229-4660-90f2-de1d7d23ac75,4,5
BA1,COSTCO WHSE #0733 LEHI UTUS,COSTCO,82.36,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,5
BA3,DEPOSIT,DEPOSIT,530.28,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,5
BA2,JAMBA JUICE #222         OREM,JAMBA JUICE,2.56,,83b5d02e-3700-445c-9842-1e14e70d3529,4,5
BA3,VISA - 02/25 LIFT HOUSE SKI SHOP MERCHANTSALT UT 025628,LIFT HOUSE,18.7,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,5
BA1,MACEYS PLEASANT GROVE PLEASANT,MACEYS,75.44,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,5
BA2,MOUNTAIN WEST BURRITO    PROVO,MOUNTAIN WEST BURRITO,4.5,,83b5d02e-3700-445c-9842-1e14e70d3529,4,5
BA3,VISA - 02/24 PLATINUM CAR CARE - DR DRAPER UT 024580,PLATINUM CAR CAR,12.82,,2f2677ec-5a3a-408f-801d-e0bf078443b7,4,5
BA1,TRANSFER,TRANSFER,-1000,,1ce9a23e-fbcc-481f-b478-7fd792333f4c,4,5
BA3,VISA - 02/24 CAFE RIO FORT UNION SALT LAKE CTY UT 024021,CAFƒ RIO,8.74,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,6
BA1,CHECKING DEPOSIT,CHECKING DEPOSIT,-55,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,6
BA1,ARCFIA CARDSERVICES DIRECT,CREDIT CARD PAYMENT,828.07,,46d2cc76-4de4-4897-92d2-6b0dd8a57ef3,4,6
BA1,DTV*DIRECTV SERVICE,DIRECTV,48.93,,baf9c6d2-57c5-4958-866a-53a654da0bc1,4,6
BA3,POINT OF SALE PURCHASE US UT DRAPER HARMONS - BANGERTER,HARMONS,43.25,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,6
BA1,MACEYS PLEASANT GROVE PLEASANT,MACEYS,12.11,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,6
BA3,VISA - 02/23 PARADISE BAKERY & CAFE SANDY UT 023478,PARADISE BAKERY,4.37,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,6
BA3,VISA - 02/24 SOUTH VALLEY SEWER DIS 801-571-1166 UT 02444,SOUTH VALLEY SEWER,10.75,,abfc0603-57f4-4cdc-ae69-d3509c847366,4,6
BA2,SUBWAY        03009552   OREM,SUBWAY,5.04,,83b5d02e-3700-445c-9842-1e14e70d3529,4,6
BA3,VISA - 02/23 THF CONSULTING SANDY UT 023243,THF,18,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,6
BA1,USPS 49160/180 S 1PLEASANT,USPS,2.58,,e8ae095a-a1e3-46fb-8c61-f25b85a83f6f,4,6
BA1,WEBSKYLINE SELF STO (ONLINE,WEBSKYLINE SELF STORAGE,55,,e8e7fee4-83cc-4d88-8575-89645aa66334,4,6
BA1,CHEVRON 00206240 LINDON UTUS,CHEVRON,34.12,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,7
BA2,SUBWAY        03009552   OREM,SUBWAY,4.55,,83b5d02e-3700-445c-9842-1e14e70d3529,4,7
BA3,POINT OF SALE PURCHASE US UT SALT LAKE CIT 7-ELEVEN,7-ELEVEN,1.28,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,8
BA2,ALLREDS ACE HARDWARE    PLEASAN,ACE HARDWARE,9.87,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,8
BA3,VISA - 02/23 CAFE RIO S JORDAN Q35 SOUTH JORDAN UT 023875,CAFƒ RIO,7.5,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,8
BA2,CARMIKE 0758           PROVO,CARMIKE,2.5,,bcf47747-6510-4840-802d-1a9900429da9,4,8
BA2,ELEVATE TRIATHLON LLC    801-221,ELEVATE TRIATHLON,90,,c8b330c9-3d0f-4c5a-bb7b-82a33839431a,4,8
BA3,POINT OF SALE PURCHASE US UT SALT LAKE CI FRESH MARKET RIVERTON,FRESH MARKET,22.26,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,8
BA1,PLEASANT GROVE C (DEBITS),PLEASANT GROVE CITY,46.32,,abfc0603-57f4-4cdc-ae69-d3509c847366,4,8
BA1,STATE FARM RO 27 (SFPP),STATE FARM,47.08,,0315fbb5-e6af-4f4b-8f41-573f1e8f5414,4,8
BA3,POINT OF SALE PURCHASE US UT SOUTH JORDAN TARGET T2123 TARGET T21,TARGET,31.28,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,8
BA2,TUCANOS BRAZILIAN GRIL   PROVO,TUCANOS,35.25,,83b5d02e-3700-445c-9842-1e14e70d3529,4,8
BA1,WEIGHTWATCHERS.COM INC,WEIGHT WATCHERS,6.48,,ff748236-9863-448b-9503-28ab3e48e578,4,8
BA1,WENDYS #8260 Q25 DRAPER UTUS,WENDYS,8.83,,83b5d02e-3700-445c-9842-1e14e70d3529,4,8
BA3,AUTOMATIC WITHDRAWAL FEDLOANSERVICINGSTDNT LOAN PPD,FEDLOANSERVICINGSTDNT LOAN PPD,37.59,,b1e5b03f-b95f-4910-bf9b-459df2bbc03f,4,9
BA1,MACEYS PLEASANT GRO PLEASANT,MACEYS,2.06,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,9
BA2,RUMBI ISLAND GRILL - O   OREM,RUMBI,5.33,,83b5d02e-3700-445c-9842-1e14e70d3529,4,9
BA2,RUMBI ISLAND GRILL - O   OREM,RUMBI,5.33,,83b5d02e-3700-445c-9842-1e14e70d3529,4,9
BA3,POINT OF SALE PURCHASE US UT MIDVALE SKI-N-SEE #5,SKI-N-SEE,39.99,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,9
BA1,THANKSGIVING POINT INSTLEHI UTUS,THANKSGIVING POINT,9,,bcf47747-6510-4840-802d-1a9900429da9,4,9
BA3,POINT OF SALE PURCHASE US UT MIDVALE TOYS R US,TOYS R US,21.35,,9a63ecd4-eef3-4ab2-8101-d2a15ccc3470,4,9
BA1,TRANSFER,TRANSFER,-100,,1ce9a23e-fbcc-481f-b478-7fd792333f4c,4,9
BA1,BAGS THAT FIT AMERICAN FORKUTUS,BAGS THAT FIT AMERICAN FORKUTUS,54.45,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,10
BA3,VISA - 02/21 CHEVRON 00212220 OREM UT 021550,CHEVRON,25.45,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,10
BA3,VISA - 02/21 CHEVRON 00211802 DRAPER UT 021965,CHEVRON,21.96,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,10
BA3,POINT OF SALE PURCHASE US UT SANDY CITY COSTCO WHSE #0487,COSTCO,25.51,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,10
BA3,POINT OF SALE PURCHASE US UT OREM HARMONS - OREM,HARMONS,3.66,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,10
BA1,MACEYS PLEASANT GROVE PLEASANT,MACEYS,36.13,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,10
BA3,VISA - 02/20 RUMBI ISLAND GRILL - D DRAPER UT 020234,RUMBI,2.74,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,10
BA3,VISA - 02/20 SHIRLYNS NATURA DRAPER UT 020428,SHIRLYNS,10.31,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,10
BA3,VISA - 02/21 APL*APPLE ONLINE STORE 800-676-2775 CA 01996,APPLE ITUNES STORE,52.89,,55a0b215-3229-4660-90f2-de1d7d23ac75,4,11
BA1,AUTOZONE 0861 762 E STAMERICAN,AUTOZONE,3.89,,787481a6-ff1b-44e9-8782-9796c68be2f2,4,11
BA3,VISA - 02/20 COSTA VIDA RIVERTON RIVERTON UT 020133,COSTA VIDA,7,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,11
BA3,POINT OF SALE PURCHASE US UT DRAPER HARMONS - DRAPER,HARMONS,24.9,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,11
BA1,JAMBA JUICE #222 OREM UTUS,JAMBA JUICE,10.46,,83b5d02e-3700-445c-9842-1e14e70d3529,4,11
BA1,RAYS HARTS PLEASANT GROVUTUS,RAYS HARTS,31.91,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,11
BA3,POINT OF SALE PURCHASE US UT SOUTH JORDAN TARGET T2123 TARGET T21,TARGET,6.14,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,11
BA3,POINT OF SALE PURCHASE US UT SANDY THE HOME DEPOT 4409,THE HOME DEPOT,4.21,,fee54dc0-ae6b-4fad-9672-1024b515c6a1,4,11
BA3,VISA - 02/20 THISTLES DRAPER UT 020904,THISTLES,8.28,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,11
BA3,ONLINE TRANSFER,TRANSFER,175,,1ad57f4c-a531-4851-84f6-5bada3f483f1,4,11
BA3,POINT OF SALE PURCHASE US UT RIVERTON 7-ELEVEN,7-ELEVEN,1.06,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,12
BA2,AMAZON.COM               AMZN.CO,AMAZON,8.24,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,12
BA3,AUTOMATIC WITHDRAWAL AM NAT INS CO ANICO PYMT PPD,AMERICAN NATIONAL INSURANCE,16.2,,3dfde508-f001-4729-9b30-b66d18c061c4,4,12
BA1,CHECKING DEPOSIT,CHECKING DEPOSIT,-23.17,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,12
BA1,CHECKING DEPOSIT,CHECKING DEPOSIT,-21.25,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,12
BA3,POINT OF SALE PURCHASE US UT SALT LAKE CI FRESH MARKET RIVERTON,FRESH MARKET,2.26,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,12
BA1,PARAMOUNT ACCEPT (GOLDSGYM),GOLDS GYM,21.25,,793bb6a4-2d70-41af-b9af-ed3c81977df1,4,12
BA3,POINT OF SALE PURCHASE US UT OREM HARMONS - OREM,HARMONS,4.27,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,12
BA3,POINT OF SALE PURCHASE US UT OREM HARMONS - OREM,HARMONS,2.57,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,12
BA3,POINT OF SALE PURCHASE US UT OREM HARMONS - OREM,HARMONS,4.4,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,12
BA3,POINT OF SALE PURCHASE US UT DRAPER HARMONS - BANGERTER,HARMONS,49.39,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,12
BA3,AUTOMATIC WITHDRAWAL KANAWHA INSURANCINSURANCE PPD,KANAWHA INSURANCE,0.95,,20b9613a-0c4b-4ffd-9a88-21d4332137be,4,12
BA1,KNEADERS BAKERY & CAFE OREM UTUS,KNEADERS BAKERY & CAFE,5.92,,83b5d02e-3700-445c-9842-1e14e70d3529,4,12
BA1,MACEYS PLEASANT GROVE PLEASANT,MACEYS,23.17,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,12
BA2,OCEANS EXPRESS CARWAS   LINDON,OCEANS EXPRESS CARWAS   LINDON,6.4,,2f2677ec-5a3a-408f-801d-e0bf078443b7,4,12
BA3,PAYROLL,PAYROLL,922.76,,53d332f3-2173-4602-b476-591ab5adfc9c,4,12
BA3,VISA - 02/16 RUMBI ISLAND GRILL - O OREM UT 016034,RUMBI,1.94,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,12
BA3,AUTOMATIC WITHDRAWAL SALLIE MAE SLMA DEBIT PPD,SALLIE MAE,79.72,,b1e5b03f-b95f-4910-bf9b-459df2bbc03f,4,12
BA3,VISA - 02/17 THE MELTING POT OF UTAH SALT LAKE CIT UT 017,THE MELTING POT,54.24,,f3e6d2f7-2ee1-45d8-8b3f-5adff7f3ec51,4,12
BA1,TRANSFER,TRANSFER,-500,,1ce9a23e-fbcc-481f-b478-7fd792333f4c,4,12
BA3,AUTOMATIC WITHDRAWAL VW CREDIT INC.AUTO DEBIT WEB(R ),VW CREDIT,224.91,,1ad57f4c-a531-4851-84f6-5bada3f483f1,4,12
BA3,POINT OF SALE PURCHASE US UT RIVERTON WALGREENS 12623 S REDWO,WALGREENS,3.2,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,12
BA3,AUTOMATIC WITHDRAWAL WF EFS STDNT LN AUTOPAY PPD,WELLS FARGO STUDENT LOAN,8.16,,b1e5b03f-b95f-4910-bf9b-459df2bbc03f,4,12
BA1,CHECKING DEPOSIT,CHECKING DEPOSIT,-26.61,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,13
BA1,COSTCO WHSE #0733 LEHI UTUS,COSTCO,161.58,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,13
BA1,GOOD EARTH NATURAL FOODAMERICAN,GOOD EARTH,15.79,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,13
BA1,KOI JAPANESE CUISINE & AMERICAN,KOI JAPANESE CUISINE,32.18,,83b5d02e-3700-445c-9842-1e14e70d3529,4,13
BA2,WALKERS 08               OREM,WALKERS,32.88,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,13
BA1,ARBYS 7505804 AMERICAN,ARBYS ,2.95,,83b5d02e-3700-445c-9842-1e14e70d3529,4,14
BA1,CHECKING WITHDRAWAL,CHECK ,23.5,1211,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,14
BA1,CHILIS GRI02700010272 AMERICAN,CHILI'S,27.69,,83b5d02e-3700-445c-9842-1e14e70d3529,4,14
BA1,DELUXE CHECK (CHECK/ACC.),DELUXE CHECK,32.99,,dbf0224e-a94c-40e0-88af-2f07ca1cedc1,4,14
BA1,GREAT CLIPS 1948 PLEASANT,GREAT CLIPS,6,,ff748236-9863-448b-9503-28ab3e48e578,4,14
BA1,JACK AND JILLS LANES AMERICAN,JACK AND JILLS LANES,15,,bcf47747-6510-4840-802d-1a9900429da9,4,14
BA1,PETCO ANIMAL SUPPLIES OREM UTUS,PETCO,58.6,,bd213200-14b2-46d3-bb4c-22ec50a29e5f,4,14
BA1,REDMANGO8016374376AF AMERICAN,RED MANGO,12.7,,83b5d02e-3700-445c-9842-1e14e70d3529,4,14
BA1,TARGET T1814 TARGET T18AMERICAN,TARGET,86.5,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,14
BA3,VISA - 02/16 APL*APPLE ITUNES STORE 866-712-7753 CA 01690,APPLE ITUNES STORE,0.53,,55a0b215-3229-4660-90f2-de1d7d23ac75,4,15
BA3,POINT OF SALE PURCHASE US UT SANDY BEST BUY #497,BEST BUY,6.7,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,15
BA1,CENTURYLINK (AUTO PAY),CENTURYLINK (AUTO PAY),28.62,,8fa394c5-dd3d-4d82-958a-584c9cb61373,4,15
BA1,CHECKING WITHDRAWAL,CHECK ,20,1214,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,15
BA1,CHECKING WITHDRAWAL,CHECK ,6.5,1215,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,15
BA1,CHECKING WITHDRAWAL,CHECK ,6.5,1216,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,15
BA1,CHECKING WITHDRAWAL,CHECK ,5,1217,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,15
BA3,DEPOSIT,DEPOSIT,49.5,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,15
BA3,POINT OF SALE PURCHASE US UT DRAPER HARMONS - BANGERTER,HARMONS,24.37,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,15
BA3,POINT OF SALE PURCHASE US UT S. JORDAN HARMONS DISTRICT,HARMONS,1.54,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,15
BA2,APL*APPLE ITUNES STORE   866-712,ITUNES,1.6,,8fa394c5-dd3d-4d82-958a-584c9cb61373,4,15
BA3,VISA - 02/15 RUMBI ISLAND GRILL - D DRAPER UT 015854,RUMBI,2.74,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,15
BA1,VERIZON WIRELESS (PAYMENTS),VERIZON WIRELESS,98.36,,e8e7fee4-83cc-4d88-8575-89645aa66334,4,15
BA2,BEST BUY      00027   AMERICA,BEST BUY,69.38,,55a0b215-3229-4660-90f2-de1d7d23ac75,4,16
BA2,CINEMARK THEATRES 343    AMERICA,CINEMARK,15.63,,bcf47747-6510-4840-802d-1a9900429da9,4,16
BA1,WENDYS #3 LINDON UTUS,WENDYS,5.86,,83b5d02e-3700-445c-9842-1e14e70d3529,4,16
BA3,AUTOMATIC WITHDRAWAL AMERICAN EXPRESSELEC REMIT WEB(S ),AMEX PAYMENT,1577.03,,46d2cc76-4de4-4897-92d2-6b0dd8a57ef3,4,17
BA3,BILL PAYMENT ONLINE PMT,BILL PAYMENT ONLINE PMT,34.44,,c8b330c9-3d0f-4c5a-bb7b-82a33839431a,4,17
BA1,CHEVRON 00206240 LINDON UTUS,CHEVRON,31.48,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,17
BA3,POINT OF SALE PURCHASE US UT SALT LAKE CI FRESH MARKET RIVERTON,FRESH MARKET,14.32,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,17
BA1,OLD NAVY USA OREM UTUS,OLD NAVY,10.42,,4622f34a-f8f1-43f6-853b-5305d4494a7f,4,17
BA1,TARGET T1754 TARGET T17OREM UTUS,TARGET,66.22,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,17
BA1,THE CHILDRENS PLACE #09OREM UTUS,THE CHILDRENS PLACE,16.03,,4622f34a-f8f1-43f6-853b-5305d4494a7f,4,17
BA3,VISA - 02/13 AMAZON.COM AMZN.COM/BILL WA 012566,AMAZON,17.94,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,18
BA3,VISA - 02/13 CHEVRON 00204058 PROVO UT 013870,CHEVRON,21.62,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,18
BA1,CRAZY 8 #6061 OREM UTUS,CRAZY 8,3.74,,4622f34a-f8f1-43f6-853b-5305d4494a7f,4,18
BA1,DR ORTHO,DR ORTHO,10,,793bb6a4-2d70-41af-b9af-ed3c81977df1,4,18
BA3,POINT OF SALE PURCHASE US UT SALT LAKE CI FRESH MARKET RIVERTON,FRESH MARKET,2.49,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,18
BA1,GORILLA WASH LEHI UTUS,GORILLA WASH LEHI UTUS,3,,2f2677ec-5a3a-408f-801d-e0bf078443b7,4,18
BA3,POINT OF SALE PURCHASE US UT DRAPER HARMONS - DRAPER,HARMONS,25.51,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,18
BA1,KNEADERS 8017689977 LEHI UTUS,KNEADERS,10.76,,83b5d02e-3700-445c-9842-1e14e70d3529,4,18
BA1,PAPA MURPHYS UT030 PLEASANT,PAPA MURPHY'S PIZZA,13.88,,83b5d02e-3700-445c-9842-1e14e70d3529,4,18
BA3,AUTOMATIC WITHDRAWAL 143 RETIRE2040INVEST0143 WEB(R ),RETIRE 2040,30,,2566c8a9-df4f-48c9-a5ad-9155a5d4c2dc,4,18
BA1,TWO TINY TAILORS OREM UTUS,TWO TINY TAILORS,9.59,,e8e7fee4-83cc-4d88-8575-89645aa66334,4,18
BA1,CHECKING WITHDRAWAL,CHECK ,64,1210,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,19
BA1,CHECKING WITHDRAWAL,CHECK ,7.5,1212,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,19
BA1,DAY MURRAY MUSIC MURRAY UTUS,DAY MURRAY MUSIC,17.7,,e65a7dd9-e8e7-4caf-874c-3a7166b91d17,4,19
BA1,ROCKYMTN/PACIFIC (POWER BILL),ROCKYMTN/PACIFIC (POWER BILL),214.88,,80a75788-ab78-40fe-bb7f-680f58d09823,4,19
BA3,VISA - 02/11 SUR LA TABLE GATEWAY SALT LAKE CIT UT 011346,SUR LA TABLE,4.27,,7d1a04ae-80d1-4a26-bed0-007849e96979,4,19
BA1,WALGREENS STATE ST & PLFLORENCE,WALGREENS,8.23,,793bb6a4-2d70-41af-b9af-ed3c81977df1,4,19
BA1,CHECKING WITHDRAWAL,CHECK ,196.13,1213,b95b3166-55e1-40e0-ad2d-eee41b8c3607,4,20
BA1,CHECKING DEPOSIT,CHECKING DEPOSIT,-336.43,,f2bab5a3-1de2-4b3a-a51c-38279f0ef3b4,4,20
BA3,VISA - 02/11 CHEVRON 00211802 DRAPER UT 011840,CHEVRON,24.39,,9a822b2c-fa4c-4589-9ebe-1b864b5fcf86,4,20
BA3,VISA - 02/11 CHIPOTLE 1104 SANDY UT 011287,CHIPOTLE,14.67,,d316ef59-5267-42f6-ad1b-3c07182d70fd,4,20
BA1,DR ORTHO,DR ORTHO,76.34,,793bb6a4-2d70-41af-b9af-ed3c81977df1,4,20
BA3,POINT OF SALE PURCHASE US UT OREM HARMONS - OREM,HARMONS,2.43,,5de6dfca-30a5-47b5-b09c-94d189e77739,4,20
